Date & Time (Local), Date & Time (UTC), CO Concentration
11/2/2022 12:00:00 AM, 11/1/2022 4:00:00 PM, 0.193776190280914
11/2/2022 12:01:00 AM, 11/1/2022 4:01:00 PM, 0.202965155243874
11/2/2022 12:02:00 AM, 11/1/2022 4:02:00 PM, 0.134112864732742
11/2/2022 12:03:00 AM, 11/1/2022 4:03:00 PM, 0.0567836202681065
11/2/2022 12:04:00 AM, 11/1/2022 4:04:00 PM, 0.141062721610069
11/2/2022 12:05:00 AM, 11/1/2022 4:05:00 PM, -0.500499248504639
11/2/2022 12:06:00 AM, 11/1/2022 4:06:00 PM, 0.652770102024078
11/2/2022 12:07:00 AM, 11/1/2022 4:07:00 PM, 0.151443004608154
11/2/2022 12:08:00 AM, 11/1/2022 4:08:00 PM, -0.469394087791443
11/2/2022 12:09:00 AM, 11/1/2022 4:09:00 PM, -0.414933204650879
11/2/2022 12:10:00 AM, 11/1/2022 4:10:00 PM, -0.158724769949913
11/2/2022 12:11:00 AM, 11/1/2022 4:11:00 PM, 0.0569165535271168
11/2/2022 12:12:00 AM, 11/1/2022 4:12:00 PM, 0.321686387062073
11/2/2022 12:13:00 AM, 11/1/2022 4:13:00 PM, 0.358536303043365
11/2/2022 12:14:00 AM, 11/1/2022 4:14:00 PM, 0.0891796126961708
11/2/2022 12:15:00 AM, 11/1/2022 4:15:00 PM, 0.00918524991720915
11/2/2022 12:16:00 AM, 11/1/2022 4:16:00 PM, 0.206725433468819
11/2/2022 12:17:00 AM, 11/1/2022 4:17:00 PM, 0.223708525300026
11/2/2022 12:18:00 AM, 11/1/2022 4:18:00 PM, -0.182964086532593
11/2/2022 12:19:00 AM, 11/1/2022 4:19:00 PM, 0.505510568618774
11/2/2022 12:20:00 AM, 11/1/2022 4:20:00 PM, -0.359625190496445
11/2/2022 12:21:00 AM, 11/1/2022 4:21:00 PM, 1.95730757713318
11/2/2022 12:22:00 AM, 11/1/2022 4:22:00 PM, 0.123882502317429
11/2/2022 12:23:00 AM, 11/1/2022 4:23:00 PM, -0.103020578622818
11/2/2022 12:24:00 AM, 11/1/2022 4:24:00 PM, -0.130630344152451
11/2/2022 12:25:00 AM, 11/1/2022 4:25:00 PM, 0.0308052785694599
11/2/2022 12:26:00 AM, 11/1/2022 4:26:00 PM, 0.121065877377987
11/2/2022 12:27:00 AM, 11/1/2022 4:27:00 PM, 0.377834111452103
11/2/2022 12:28:00 AM, 11/1/2022 4:28:00 PM, -0.238845810294151
11/2/2022 12:29:00 AM, 11/1/2022 4:29:00 PM, 0.0119924610480666
11/2/2022 12:30:00 AM, 11/1/2022 4:30:00 PM, 0.0341335311532021
11/2/2022 12:31:00 AM, 11/1/2022 4:31:00 PM, -0.186625450849533
11/2/2022 12:32:00 AM, 11/1/2022 4:32:00 PM, -0.500435948371887
11/2/2022 12:33:00 AM, 11/1/2022 4:33:00 PM, -0.500466287136078
11/2/2022 12:34:00 AM, 11/1/2022 4:34:00 PM, 0.185813963413239
11/2/2022 12:35:00 AM, 11/1/2022 4:35:00 PM, 1.58716130256653
11/2/2022 12:36:00 AM, 11/1/2022 4:36:00 PM, 0.57360452413559
11/2/2022 12:37:00 AM, 11/1/2022 4:37:00 PM, -0.04904904961586
11/2/2022 12:38:00 AM, 11/1/2022 4:38:00 PM, 2.51426005363464
11/2/2022 12:39:00 AM, 11/1/2022 4:39:00 PM, -0.224200278520584
11/2/2022 12:40:00 AM, 11/1/2022 4:40:00 PM, 0.464662283658981
11/2/2022 12:41:00 AM, 11/1/2022 4:41:00 PM, -0.0439528673887253
11/2/2022 12:42:00 AM, 11/1/2022 4:42:00 PM, -0.50044858455658
11/2/2022 12:43:00 AM, 11/1/2022 4:43:00 PM, 0.607123255729675
11/2/2022 12:44:00 AM, 11/1/2022 4:44:00 PM, 0.629862248897552
11/2/2022 12:45:00 AM, 11/1/2022 4:45:00 PM, 0.43083843588829
11/2/2022 12:46:00 AM, 11/1/2022 4:46:00 PM, 0.24952544271946
11/2/2022 12:47:00 AM, 11/1/2022 4:47:00 PM, -0.191398471593857
11/2/2022 12:48:00 AM, 11/1/2022 4:48:00 PM, -0.500392913818359
11/2/2022 12:49:00 AM, 11/1/2022 4:49:00 PM, 0.237575456500053
11/2/2022 12:50:00 AM, 11/1/2022 4:50:00 PM, -0.117610298097134
11/2/2022 12:51:00 AM, 11/1/2022 4:51:00 PM, 0.15033645927906
11/2/2022 12:52:00 AM, 11/1/2022 4:52:00 PM, -0.0520431585609913
11/2/2022 12:53:00 AM, 11/1/2022 4:53:00 PM, 0.797520339488983
11/2/2022 12:54:00 AM, 11/1/2022 4:54:00 PM, 0.589560806751251
11/2/2022 12:55:00 AM, 11/1/2022 4:55:00 PM, -0.159944847226143
11/2/2022 12:56:00 AM, 11/1/2022 4:56:00 PM, 0.123161159455776
11/2/2022 12:57:00 AM, 11/1/2022 4:57:00 PM, 0.862658083438873
11/2/2022 12:58:00 AM, 11/1/2022 4:58:00 PM, 0.111688748002052
11/2/2022 12:59:00 AM, 11/1/2022 4:59:00 PM, 2.31304669380188
11/2/2022 1:00:00 AM, 11/1/2022 5:00:00 PM, 0.83045506477356
11/2/2022 1:01:00 AM, 11/1/2022 5:01:00 PM, -0.500514388084412
11/2/2022 1:02:00 AM, 11/1/2022 5:02:00 PM, -0.433349609375
11/2/2022 1:03:00 AM, 11/1/2022 5:03:00 PM, 0.217845410108566
11/2/2022 1:04:00 AM, 11/1/2022 5:04:00 PM, 0.300563424825668
11/2/2022 1:05:00 AM, 11/1/2022 5:05:00 PM, -0.122164353728294
11/2/2022 1:06:00 AM, 11/1/2022 5:06:00 PM, 2.48103880882263
11/2/2022 1:07:00 AM, 11/1/2022 5:07:00 PM, -0.500562608242035
11/2/2022 1:08:00 AM, 11/1/2022 5:08:00 PM, -0.0616293996572495
11/2/2022 1:09:00 AM, 11/1/2022 5:09:00 PM, -0.471792042255402
11/2/2022 1:10:00 AM, 11/1/2022 5:10:00 PM, 1.14417970180511
11/2/2022 1:11:00 AM, 11/1/2022 5:11:00 PM, 0.937709093093872
11/2/2022 1:12:00 AM, 11/1/2022 5:12:00 PM, 0.586962461471558
11/2/2022 1:13:00 AM, 11/1/2022 5:13:00 PM, 0.305302053689957
11/2/2022 1:14:00 AM, 11/1/2022 5:14:00 PM, 0.398068904876709
11/2/2022 1:15:00 AM, 11/1/2022 5:15:00 PM, -0.500623345375061
11/2/2022 1:16:00 AM, 11/1/2022 5:16:00 PM, -0.330069214105606
11/2/2022 1:17:00 AM, 11/1/2022 5:17:00 PM, -0.171632438898087
11/2/2022 1:18:00 AM, 11/1/2022 5:18:00 PM, 2.1247615814209
11/2/2022 1:19:00 AM, 11/1/2022 5:19:00 PM, -0.0382210351526737
11/2/2022 1:20:00 AM, 11/1/2022 5:20:00 PM, -0.500570178031921
11/2/2022 1:21:00 AM, 11/1/2022 5:21:00 PM, 0.356276661157608
11/2/2022 1:22:00 AM, 11/1/2022 5:22:00 PM, 1.96310818195343
11/2/2022 1:23:00 AM, 11/1/2022 5:23:00 PM, 0.415120780467987
11/2/2022 1:24:00 AM, 11/1/2022 5:24:00 PM, 0.0409641861915588
11/2/2022 1:25:00 AM, 11/1/2022 5:25:00 PM, 0.0822601467370987
11/2/2022 1:26:00 AM, 11/1/2022 5:26:00 PM, 0.0195874013006687
11/2/2022 1:27:00 AM, 11/1/2022 5:27:00 PM, -0.0645982995629311
11/2/2022 1:28:00 AM, 11/1/2022 5:28:00 PM, -0.146357551217079
11/2/2022 1:29:00 AM, 11/1/2022 5:29:00 PM, 0.21571758389473
11/2/2022 1:30:00 AM, 11/1/2022 5:30:00 PM, 0.0744757801294327
11/2/2022 1:31:00 AM, 11/1/2022 5:31:00 PM, 0.112263858318329
11/2/2022 1:32:00 AM, 11/1/2022 5:32:00 PM, 0.189031541347504
11/2/2022 1:33:00 AM, 11/1/2022 5:33:00 PM, 0.132639735937119
11/2/2022 1:34:00 AM, 11/1/2022 5:34:00 PM, 0.118146605789661
11/2/2022 1:35:00 AM, 11/1/2022 5:35:00 PM, 0.158729955554008
11/2/2022 1:36:00 AM, 11/1/2022 5:36:00 PM, 0.171046286821365
11/2/2022 1:37:00 AM, 11/1/2022 5:37:00 PM, 0.062482550740242
11/2/2022 1:38:00 AM, 11/1/2022 5:38:00 PM, 0.0179349314421415
11/2/2022 1:39:00 AM, 11/1/2022 5:39:00 PM, 0.0416087843477726
11/2/2022 1:40:00 AM, 11/1/2022 5:40:00 PM, 0.255464315414429
11/2/2022 1:41:00 AM, 11/1/2022 5:41:00 PM, 0.0303175151348114
11/2/2022 1:42:00 AM, 11/1/2022 5:42:00 PM, 0.0197210926562548
11/2/2022 1:43:00 AM, 11/1/2022 5:43:00 PM, -0.074433371424675
11/2/2022 1:44:00 AM, 11/1/2022 5:44:00 PM, -0.381299465894699
11/2/2022 1:45:00 AM, 11/1/2022 5:45:00 PM, -0.327013790607452
11/2/2022 1:46:00 AM, 11/1/2022 5:46:00 PM, 0.174431532621384
11/2/2022 1:47:00 AM, 11/1/2022 5:47:00 PM, -0.0958115682005882
11/2/2022 1:48:00 AM, 11/1/2022 5:48:00 PM, 5.8221001625061
11/2/2022 1:49:00 AM, 11/1/2022 5:49:00 PM, 0.169442981481552
11/2/2022 1:50:00 AM, 11/1/2022 5:50:00 PM, 0.0356818251311779
11/2/2022 1:51:00 AM, 11/1/2022 5:51:00 PM, 0.242914751172066
11/2/2022 1:52:00 AM, 11/1/2022 5:52:00 PM, 1.27053487300873
11/2/2022 1:53:00 AM, 11/1/2022 5:53:00 PM, 0.858283162117004
11/2/2022 1:54:00 AM, 11/1/2022 5:54:00 PM, 0.309982150793076
11/2/2022 1:55:00 AM, 11/1/2022 5:55:00 PM, 0.054450374096632
11/2/2022 1:56:00 AM, 11/1/2022 5:56:00 PM, 0.0771840959787369
11/2/2022 1:57:00 AM, 11/1/2022 5:57:00 PM, 0.112540811300278
11/2/2022 1:58:00 AM, 11/1/2022 5:58:00 PM, 0.0575842261314392
11/2/2022 1:59:00 AM, 11/1/2022 5:59:00 PM, 0.0673511624336243
11/2/2022 2:00:00 AM, 11/1/2022 6:00:00 PM, -0.0367008857429028
11/2/2022 2:01:00 AM, 11/1/2022 6:01:00 PM, 0.136983349919319
11/2/2022 2:02:00 AM, 11/1/2022 6:02:00 PM, 0.211021676659584
11/2/2022 2:03:00 AM, 11/1/2022 6:03:00 PM, 0.246550619602203
11/2/2022 2:04:00 AM, 11/1/2022 6:04:00 PM, 0.89885938167572
11/2/2022 2:05:00 AM, 11/1/2022 6:05:00 PM, 0.555242717266083
11/2/2022 2:06:00 AM, 11/1/2022 6:06:00 PM, 0.463622659444809
11/2/2022 2:07:00 AM, 11/1/2022 6:07:00 PM, 1.07976925373077
11/2/2022 2:08:00 AM, 11/1/2022 6:08:00 PM, -0.500812172889709
11/2/2022 2:09:00 AM, 11/1/2022 6:09:00 PM, -0.0515776835381985
11/2/2022 2:10:00 AM, 11/1/2022 6:10:00 PM, 0.0555936209857464
11/2/2022 2:11:00 AM, 11/1/2022 6:11:00 PM, 0.0581487789750099
11/2/2022 2:12:00 AM, 11/1/2022 6:12:00 PM, 0.17671874165535
11/2/2022 2:13:00 AM, 11/1/2022 6:13:00 PM, 0.0330652371048927
11/2/2022 2:14:00 AM, 11/1/2022 6:14:00 PM, -0.0155149810016155
11/2/2022 2:15:00 AM, 11/1/2022 6:15:00 PM, -0.0196624416857958
11/2/2022 2:16:00 AM, 11/1/2022 6:16:00 PM, -0.10408092290163
11/2/2022 2:17:00 AM, 11/1/2022 6:17:00 PM, -0.065122976899147
11/2/2022 2:18:00 AM, 11/1/2022 6:18:00 PM, -0.225171312689781
11/2/2022 2:19:00 AM, 11/1/2022 6:19:00 PM, 0.815130710601807
11/2/2022 2:20:00 AM, 11/1/2022 6:20:00 PM, -0.115120261907578
11/2/2022 2:21:00 AM, 11/1/2022 6:21:00 PM, 0.000191542043467052
11/2/2022 2:22:00 AM, 11/1/2022 6:22:00 PM, 0.00913104880601168
11/2/2022 2:23:00 AM, 11/1/2022 6:23:00 PM, 0.0780901461839676
11/2/2022 2:24:00 AM, 11/1/2022 6:24:00 PM, 0.0781490355730057
11/2/2022 2:25:00 AM, 11/1/2022 6:25:00 PM, 0.183122143149376
11/2/2022 2:26:00 AM, 11/1/2022 6:26:00 PM, 0.155412286520004
11/2/2022 2:27:00 AM, 11/1/2022 6:27:00 PM, 0.30469024181366
11/2/2022 2:28:00 AM, 11/1/2022 6:28:00 PM, 0.243061602115631
11/2/2022 2:29:00 AM, 11/1/2022 6:29:00 PM, 0.223899245262146
11/2/2022 2:30:00 AM, 11/1/2022 6:30:00 PM, 0.19845324754715
11/2/2022 2:31:00 AM, 11/1/2022 6:31:00 PM, 0.105416148900986
11/2/2022 2:32:00 AM, 11/1/2022 6:32:00 PM, 0.254901587963104
11/2/2022 2:33:00 AM, 11/1/2022 6:33:00 PM, 0.186134427785873
11/2/2022 2:34:00 AM, 11/1/2022 6:34:00 PM, 0.127142533659935
11/2/2022 2:35:00 AM, 11/1/2022 6:35:00 PM, -0.0620014257729053
11/2/2022 2:36:00 AM, 11/1/2022 6:36:00 PM, -0.108309507369995
11/2/2022 2:37:00 AM, 11/1/2022 6:37:00 PM, 1.09263122081757
11/2/2022 2:38:00 AM, 11/1/2022 6:38:00 PM, 0.0226666759699583
11/2/2022 2:39:00 AM, 11/1/2022 6:39:00 PM, 0.737892985343933
11/2/2022 2:40:00 AM, 11/1/2022 6:40:00 PM, 0.44981375336647
11/2/2022 2:41:00 AM, 11/1/2022 6:41:00 PM, 0.181133583188057
11/2/2022 2:42:00 AM, 11/1/2022 6:42:00 PM, 0.266596913337708
11/2/2022 2:43:00 AM, 11/1/2022 6:43:00 PM, 0.181951433420181
11/2/2022 2:44:00 AM, 11/1/2022 6:44:00 PM, 0.203538417816162
11/2/2022 2:45:00 AM, 11/1/2022 6:45:00 PM, 0.225945994257927
11/2/2022 2:46:00 AM, 11/1/2022 6:46:00 PM, 0.323169320821762
11/2/2022 2:47:00 AM, 11/1/2022 6:47:00 PM, 0.219029918313026
11/2/2022 2:48:00 AM, 11/1/2022 6:48:00 PM, -0.128230482339859
11/2/2022 2:49:00 AM, 11/1/2022 6:49:00 PM, 0.330858618021011
11/2/2022 2:50:00 AM, 11/1/2022 6:50:00 PM, 2.36465120315552
11/2/2022 2:51:00 AM, 11/1/2022 6:51:00 PM, 0.132351353764534
11/2/2022 2:52:00 AM, 11/1/2022 6:52:00 PM, -0.457896739244461
11/2/2022 2:53:00 AM, 11/1/2022 6:53:00 PM, -0.500989735126495
11/2/2022 2:54:00 AM, 11/1/2022 6:54:00 PM, 0.122448951005936
11/2/2022 2:55:00 AM, 11/1/2022 6:55:00 PM, 0.320722788572311
11/2/2022 2:56:00 AM, 11/1/2022 6:56:00 PM, 0.216415569186211
11/2/2022 2:57:00 AM, 11/1/2022 6:57:00 PM, -0.248030796647072
11/2/2022 2:58:00 AM, 11/1/2022 6:58:00 PM, 0.0768962576985359
11/2/2022 2:59:00 AM, 11/1/2022 6:59:00 PM, -0.501050651073456
11/2/2022 3:00:00 AM, 11/1/2022 7:00:00 PM, -0.0877967700362206
11/2/2022 3:01:00 AM, 11/1/2022 7:01:00 PM, 0.0541530214250088
11/2/2022 3:02:00 AM, 11/1/2022 7:02:00 PM, -0.353614091873169
11/2/2022 3:03:00 AM, 11/1/2022 7:03:00 PM, -0.500963091850281
11/2/2022 3:04:00 AM, 11/1/2022 7:04:00 PM, -0.270271927118301
11/2/2022 3:05:00 AM, 11/1/2022 7:05:00 PM, -0.092513382434845
11/2/2022 3:06:00 AM, 11/1/2022 7:06:00 PM, 0.0378031954169273
11/2/2022 3:07:00 AM, 11/1/2022 7:07:00 PM, 0.313212245702744
11/2/2022 3:08:00 AM, 11/1/2022 7:08:00 PM, 0.296591281890869
11/2/2022 3:09:00 AM, 11/1/2022 7:09:00 PM, 0.681978106498718
11/2/2022 3:10:00 AM, 11/1/2022 7:10:00 PM, 1.45254015922546
11/2/2022 3:11:00 AM, 11/1/2022 7:11:00 PM, 0.279790222644806
11/2/2022 3:12:00 AM, 11/1/2022 7:12:00 PM, 0.955261707305908
11/2/2022 3:13:00 AM, 11/1/2022 7:13:00 PM, 0.127144157886505
11/2/2022 3:14:00 AM, 11/1/2022 7:14:00 PM, 0.157802775502205
11/2/2022 3:15:00 AM, 11/1/2022 7:15:00 PM, 0.059457290917635
11/2/2022 3:16:00 AM, 11/1/2022 7:16:00 PM, 0.107226759195328
11/2/2022 3:17:00 AM, 11/1/2022 7:17:00 PM, 0.0523177869617939
11/2/2022 3:18:00 AM, 11/1/2022 7:18:00 PM, 0.0134147731587291
11/2/2022 3:19:00 AM, 11/1/2022 7:19:00 PM, 0.0664860308170319
11/2/2022 3:20:00 AM, 11/1/2022 7:20:00 PM, -0.0461799837648869
11/2/2022 3:21:00 AM, 11/1/2022 7:21:00 PM, 0.089673139154911
11/2/2022 3:22:00 AM, 11/1/2022 7:22:00 PM, 0.0482163801789284
11/2/2022 3:23:00 AM, 11/1/2022 7:23:00 PM, 0.284448802471161
11/2/2022 3:24:00 AM, 11/1/2022 7:24:00 PM, 0.0732002854347229
11/2/2022 3:25:00 AM, 11/1/2022 7:25:00 PM, -0.0830206871032715
11/2/2022 3:26:00 AM, 11/1/2022 7:26:00 PM, 0.0712762847542763
11/2/2022 3:27:00 AM, 11/1/2022 7:27:00 PM, 0.047899853438139
11/2/2022 3:28:00 AM, 11/1/2022 7:28:00 PM, -0.037691306322813
11/2/2022 3:29:00 AM, 11/1/2022 7:29:00 PM, 0.0918661430478096
11/2/2022 3:30:00 AM, 11/1/2022 7:30:00 PM, 0.320489287376404
11/2/2022 3:31:00 AM, 11/1/2022 7:31:00 PM, 0.245046153664589
11/2/2022 3:32:00 AM, 11/1/2022 7:32:00 PM, 0.209547594189644
11/2/2022 3:33:00 AM, 11/1/2022 7:33:00 PM, 0.24715556204319
11/2/2022 3:34:00 AM, 11/1/2022 7:34:00 PM, 0.260926067829132
11/2/2022 3:35:00 AM, 11/1/2022 7:35:00 PM, 0.312438696622849
11/2/2022 3:36:00 AM, 11/1/2022 7:36:00 PM, 0.407382398843765
11/2/2022 3:37:00 AM, 11/1/2022 7:37:00 PM, 0.182173520326614
11/2/2022 3:38:00 AM, 11/1/2022 7:38:00 PM, 0.135985061526299
11/2/2022 3:39:00 AM, 11/1/2022 7:39:00 PM, 0.0523790158331394
11/2/2022 3:40:00 AM, 11/1/2022 7:40:00 PM, 0.101872824132442
11/2/2022 3:41:00 AM, 11/1/2022 7:41:00 PM, 0.141106322407722
11/2/2022 3:42:00 AM, 11/1/2022 7:42:00 PM, 0.120087720453739
11/2/2022 3:43:00 AM, 11/1/2022 7:43:00 PM, 0.169566541910172
11/2/2022 3:44:00 AM, 11/1/2022 7:44:00 PM, 0.156079933047295
11/2/2022 3:45:00 AM, 11/1/2022 7:45:00 PM, 0.181248486042023
11/2/2022 3:46:00 AM, 11/1/2022 7:46:00 PM, -0.0314894951879978
11/2/2022 3:47:00 AM, 11/1/2022 7:47:00 PM, -0.0580689869821072
11/2/2022 3:48:00 AM, 11/1/2022 7:48:00 PM, 0.0100293420255184
11/2/2022 3:49:00 AM, 11/1/2022 7:49:00 PM, 0.197125494480133
11/2/2022 3:50:00 AM, 11/1/2022 7:50:00 PM, 0.199874252080917
11/2/2022 3:51:00 AM, 11/1/2022 7:51:00 PM, 0.0102846315130591
11/2/2022 3:52:00 AM, 11/1/2022 7:52:00 PM, -0.0256167929619551
11/2/2022 3:53:00 AM, 11/1/2022 7:53:00 PM, 0.118832774460316
11/2/2022 3:54:00 AM, 11/1/2022 7:54:00 PM, 0.34362256526947
11/2/2022 3:55:00 AM, 11/1/2022 7:55:00 PM, 0.356780618429184
11/2/2022 3:56:00 AM, 11/1/2022 7:56:00 PM, 0.173720300197601
11/2/2022 3:57:00 AM, 11/1/2022 7:57:00 PM, 0.183415055274963
11/2/2022 3:58:00 AM, 11/1/2022 7:58:00 PM, -0.0433040671050549
11/2/2022 3:59:00 AM, 11/1/2022 7:59:00 PM, -0.0277821011841297
11/2/2022 4:00:00 AM, 11/1/2022 8:00:00 PM, -0.501083731651306
11/2/2022 4:01:00 AM, 11/1/2022 8:01:00 PM, -0.333421260118484
11/2/2022 4:02:00 AM, 11/1/2022 8:02:00 PM, 0.440679609775543
11/2/2022 4:03:00 AM, 11/1/2022 8:03:00 PM, 1.21482932567596
11/2/2022 4:04:00 AM, 11/1/2022 8:04:00 PM, -0.501181364059448
11/2/2022 4:05:00 AM, 11/1/2022 8:05:00 PM, 0.654895424842834
11/2/2022 4:06:00 AM, 11/1/2022 8:06:00 PM, 0.852158069610596
11/2/2022 4:07:00 AM, 11/1/2022 8:07:00 PM, 0.446835666894913
11/2/2022 4:08:00 AM, 11/1/2022 8:08:00 PM, 3.17008256912231
11/2/2022 4:09:00 AM, 11/1/2022 8:09:00 PM, 1.78746151924133
11/2/2022 4:10:00 AM, 11/1/2022 8:10:00 PM, -0.501210629940033
11/2/2022 4:11:00 AM, 11/1/2022 8:11:00 PM, 1.13737559318542
11/2/2022 4:12:00 AM, 11/1/2022 8:12:00 PM, -0.501277923583984
11/2/2022 4:13:00 AM, 11/1/2022 8:13:00 PM, 0.100960835814476
11/2/2022 4:14:00 AM, 11/1/2022 8:14:00 PM, 0.0205068439245224
11/2/2022 4:15:00 AM, 11/1/2022 8:15:00 PM, 0.120276294648647
11/2/2022 4:16:00 AM, 11/1/2022 8:16:00 PM, -0.501196682453156
11/2/2022 4:17:00 AM, 11/1/2022 8:17:00 PM, 0.0282357726246119
11/2/2022 4:18:00 AM, 11/1/2022 8:18:00 PM, 0.204868718981743
11/2/2022 4:19:00 AM, 11/1/2022 8:19:00 PM, 0.262552231550217
11/2/2022 4:20:00 AM, 11/1/2022 8:20:00 PM, 0.243491768836975
11/2/2022 4:21:00 AM, 11/1/2022 8:21:00 PM, 0.111037231981754
11/2/2022 4:22:00 AM, 11/1/2022 8:22:00 PM, 0.128786370158195
11/2/2022 4:23:00 AM, 11/1/2022 8:23:00 PM, 0.157538205385208
11/2/2022 4:24:00 AM, 11/1/2022 8:24:00 PM, 0.176370203495026
11/2/2022 4:25:00 AM, 11/1/2022 8:25:00 PM, 0.280414164066315
11/2/2022 4:26:00 AM, 11/1/2022 8:26:00 PM, 0.317560255527496
11/2/2022 4:27:00 AM, 11/1/2022 8:27:00 PM, 0.315297722816467
11/2/2022 4:28:00 AM, 11/1/2022 8:28:00 PM, 0.13764713704586
11/2/2022 4:29:00 AM, 11/1/2022 8:29:00 PM, 0.0739167779684067
11/2/2022 4:30:00 AM, 11/1/2022 8:30:00 PM, 0.135120645165443
11/2/2022 4:31:00 AM, 11/1/2022 8:31:00 PM, 0.243418008089066
11/2/2022 4:32:00 AM, 11/1/2022 8:32:00 PM, 0.206334859132767
11/2/2022 4:33:00 AM, 11/1/2022 8:33:00 PM, 0.215728119015694
11/2/2022 4:34:00 AM, 11/1/2022 8:34:00 PM, 0.163894206285477
11/2/2022 4:35:00 AM, 11/1/2022 8:35:00 PM, 0.155470609664917
11/2/2022 4:36:00 AM, 11/1/2022 8:36:00 PM, 0.0573455654084682
11/2/2022 4:37:00 AM, 11/1/2022 8:37:00 PM, 0.0023631532676518
11/2/2022 4:38:00 AM, 11/1/2022 8:38:00 PM, 0.179553225636482
11/2/2022 4:39:00 AM, 11/1/2022 8:39:00 PM, 0.0774205327033997
11/2/2022 4:40:00 AM, 11/1/2022 8:40:00 PM, -0.0438801273703575
11/2/2022 4:41:00 AM, 11/1/2022 8:41:00 PM, -0.0230586975812912
11/2/2022 4:42:00 AM, 11/1/2022 8:42:00 PM, 0.0648279413580894
11/2/2022 4:43:00 AM, 11/1/2022 8:43:00 PM, 0.166663497686386
11/2/2022 4:44:00 AM, 11/1/2022 8:44:00 PM, 0.218000158667564
11/2/2022 4:45:00 AM, 11/1/2022 8:45:00 PM, 0.0641237497329712
11/2/2022 4:46:00 AM, 11/1/2022 8:46:00 PM, 0.0908825397491455
11/2/2022 4:47:00 AM, 11/1/2022 8:47:00 PM, 0.0864926055073738
11/2/2022 4:48:00 AM, 11/1/2022 8:48:00 PM, 0.122244626283646
11/2/2022 4:49:00 AM, 11/1/2022 8:49:00 PM, 0.106918290257454
11/2/2022 4:50:00 AM, 11/1/2022 8:50:00 PM, 0.204854696989059
11/2/2022 4:51:00 AM, 11/1/2022 8:51:00 PM, 0.183404356241226
11/2/2022 4:52:00 AM, 11/1/2022 8:52:00 PM, 0.0502635575830936
11/2/2022 4:53:00 AM, 11/1/2022 8:53:00 PM, -0.047004371881485
11/2/2022 4:54:00 AM, 11/1/2022 8:54:00 PM, -0.0486723780632019
11/2/2022 4:55:00 AM, 11/1/2022 8:55:00 PM, 0.196254268288612
11/2/2022 4:56:00 AM, 11/1/2022 8:56:00 PM, 0.234755516052246
11/2/2022 4:57:00 AM, 11/1/2022 8:57:00 PM, 0.18624173104763
11/2/2022 4:58:00 AM, 11/1/2022 8:58:00 PM, 0.245749726891518
11/2/2022 4:59:00 AM, 11/1/2022 8:59:00 PM, 0.239081010222435
11/2/2022 5:00:00 AM, 11/1/2022 9:00:00 PM, 0.115983732044697
11/2/2022 5:01:00 AM, 11/1/2022 9:01:00 PM, 0.084880106151104
11/2/2022 5:02:00 AM, 11/1/2022 9:02:00 PM, 0.0593358688056469
11/2/2022 5:03:00 AM, 11/1/2022 9:03:00 PM, -0.0793184787034988
11/2/2022 5:04:00 AM, 11/1/2022 9:04:00 PM, -0.0447724014520645
11/2/2022 5:05:00 AM, 11/1/2022 9:05:00 PM, 0.0530129373073578
11/2/2022 5:06:00 AM, 11/1/2022 9:06:00 PM, 0.0906419977545738
11/2/2022 5:07:00 AM, 11/1/2022 9:07:00 PM, -0.00619680061936378
11/2/2022 5:08:00 AM, 11/1/2022 9:08:00 PM, -0.00140550965443254
11/2/2022 5:09:00 AM, 11/1/2022 9:09:00 PM, 0.158156588673592
11/2/2022 5:10:00 AM, 11/1/2022 9:10:00 PM, 0.106050997972488
11/2/2022 5:11:00 AM, 11/1/2022 9:11:00 PM, 0.0585150495171547
11/2/2022 5:12:00 AM, 11/1/2022 9:12:00 PM, 0.134091973304749
11/2/2022 5:13:00 AM, 11/1/2022 9:13:00 PM, 0.105779618024826
11/2/2022 5:14:00 AM, 11/1/2022 9:14:00 PM, 0.162643998861313
11/2/2022 5:15:00 AM, 11/1/2022 9:15:00 PM, 0.177560031414032
11/2/2022 5:16:00 AM, 11/1/2022 9:16:00 PM, 0.132288828492165
11/2/2022 5:17:00 AM, 11/1/2022 9:17:00 PM, 0.244590893387794
11/2/2022 5:18:00 AM, 11/1/2022 9:18:00 PM, 0.283128499984741
11/2/2022 5:19:00 AM, 11/1/2022 9:19:00 PM, 0.182397544384003
11/2/2022 5:20:00 AM, 11/1/2022 9:20:00 PM, 0.07178595662117
11/2/2022 5:21:00 AM, 11/1/2022 9:21:00 PM, 0.0330870971083641
11/2/2022 5:22:00 AM, 11/1/2022 9:22:00 PM, 0.0878709852695465
11/2/2022 5:23:00 AM, 11/1/2022 9:23:00 PM, 0.123893588781357
11/2/2022 5:24:00 AM, 11/1/2022 9:24:00 PM, 0.111379876732826
